avg_excess_objective_vs_best_individual,avg_hhi_mean,avg_lambda_mean,diag_aux_mean,diag_main_mean,horizon,linex_mean,loss_section,mae_mean,method,mse_mean,objective_mean,objective_std
1.8033177975458006,0.9727979289140528,nan,nan,nan,8.0,9.01669191732992,linex,1.4922776143599794,MWUMVanilla,4.350679685984006,9.01669191732992,5.277691162664104
11.877263685790256,nan,nan,nan,nan,8.0,19.090637805574374,linex,1.4573955635766032,Median,4.203720368867084,19.090637805574374,17.302940846389923
15.061720689326428,0.05555555555555557,nan,nan,nan,8.0,22.27509480911054,linex,1.5254528450901577,Mean,4.431510166792714,22.27509480911054,19.714905019833
102.9443158039444,0.8643252698906321,0.296339978908087,nan,2.5487568367378497,8.0,110.15768992372854,linex,1.8707122339177429,RLSimplexBandit,6.381605752867441,110.15768992372854,109.65551405615142
-0.5481774524606802,0.3329646643309659,0.4345797715143666,0.18562091503267975,0.46101633986928103,1.0,0.2158736805479726,mse,0.3026719860485094,RLKappaBandit,0.3082910425957514,0.3082910425957514,0.05881357813412447
-0.030459201581675994,0.06755213254507082,0.005644641574751484,nan,nan,1.0,0.7474508046398601,mse,0.617038130848366,MWUMBothKL,0.8260092934747553,0.8260092934747553,0.12231377105702493
-0.030437278099722243,0.06781603328871999,nan,nan,nan,1.0,0.7472490056034746,mse,0.6170562266059322,MWUMVanilla,0.8260312169567091,0.8260312169567091,0.1222871078930234
-0.024918136768706595,nan,nan,nan,nan,1.0,0.7407497501832032,mse,0.6187708241773296,Median,0.8315503582877248,0.8315503582877248,0.12375830877427982
-0.02440060200276532,0.06029721960633727,nan,nan,nan,1.0,0.7544734033730779,mse,0.6217660469377981,OGDVanilla,0.8320678930536661,0.8320678930536661,0.12377694339482131
-0.0243361948816835,0.06011613619503903,0.05139783434555258,nan,nan,1.0,0.7543681807837115,mse,0.6218017158371631,OGDBoth,0.8321323001747479,0.8321323001747479,0.12377048679507338
-0.016151787238711673,0.05657785622380667,7.754173430472934,nan,nan,1.0,0.7521768367585432,mse,0.6251772460981821,MWUMConcOnlyKL,0.8403167078177196,0.8403167078177196,0.12657786608327534
-0.012309710972457718,0.05555555555555557,nan,nan,nan,1.0,0.7218816964189831,mse,0.6329359550677309,Mean,0.8441587840839738,0.8441587840839738,0.12727829989201667
-0.012073240238869779,0.06178101016887031,nan,0.5196078431372549,3.6666666666666665,1.0,0.7514225537394806,mse,0.6272080424368597,RLRuleBandit,0.8443952548175617,0.8443952548175617,0.11933559946883912
0.06847644331924736,0.08596251330116107,7.891599860647559,nan,nan,1.0,0.8911403410096191,mse,0.6534678664450942,OGDConcOnly,0.9249449383756788,0.9249449383756788,0.14778853349154703
0.20580326076269437,0.4256599299603933,0.296339978908087,nan,1.2431531223852212,1.0,0.9600692469535818,mse,0.6967785891803544,RLSimplexBandit,1.0622717558191257,1.0622717558191257,0.495972515658833
-1.8609891556611953,0.383200271555,0.5495684086834406,0.49722222222222223,0.7087173202614379,4.0,1.698627257758927,mse,0.5926896078727548,RLKappaBandit,1.1242220227605608,1.1242220227605608,0.1963815646647151
-0.8883281603660863,0.29566082327183024,0.2771451209111456,nan,nan,4.0,3.4652917895034854,mse,0.9977044503710126,MWUMConcOnlyKL,2.0968830180556703,2.0968830180556703,0.3978913028690002
-0.7616953152248062,0.1915948992082014,0.5841086837961872,nan,nan,4.0,3.622916134022217,mse,1.0366992079846553,MWUMBothKL,2.2235158631969503,2.2235158631969503,0.4098870898595099
-0.7201681410438882,0.16715211256768392,0.8732359749288379,nan,nan,4.0,3.5191345827475318,mse,1.052054725042757,OGDBoth,2.265043037377868,2.265043037377868,0.43267179925033405
-0.7173620978307721,0.22979207105494445,nan,nan,nan,4.0,3.5128742446190597,mse,1.0528804147560797,OGDVanilla,2.267849080590984,2.267849080590984,0.44200561505050767
-0.6063164631530736,0.13214751158527369,7.876646937148004,nan,nan,4.0,4.154059757777834,mse,1.0868751575205924,OGDConcOnly,2.378894715268683,2.378894715268683,0.5369524593216026
-0.40781331871919413,0.17730839657770683,nan,0.6637254901960784,3.1666666666666665,4.0,5.363228625949341,mse,1.1164157797255772,RLRuleBandit,2.5773978597025624,2.5773978597025624,0.6076810747714374
0.008420637413196097,0.2439818280361291,nan,nan,nan,4.0,7.453743001639283,mse,1.2110883585554053,MWUMVanilla,2.9936318158349526,2.9936318158349526,0.5751585203454269
0.058218482338105115,nan,nan,nan,nan,4.0,8.639415180843338,mse,1.2202794036832716,Median,3.043429660759861,3.043429660759861,0.6486290072686691
0.07707331410496694,0.05555555555555557,nan,nan,nan,4.0,9.166780431274747,mse,1.2447406193382724,Mean,3.0622844925267234,3.0622844925267234,0.6385957988734404
0.27841669133850927,0.7557573320544781,0.296339978908087,nan,2.2459844265391484,4.0,8.385679595436528,mse,1.2813670438276128,RLSimplexBandit,3.2636278697602656,3.2636278697602656,0.6766712214982725
-2.414052100745031,0.5195595578642141,0.37664264102432043,0.35326797385620917,0.4805310457516339,8.0,2.741176560887468,mse,0.6391135654768764,RLKappaBandit,1.418074207899395,1.418074207899395,0.37872332117046026
-1.2071797127540245,0.30025116967370363,0.39257150673752855,nan,nan,8.0,5.15886513390744,mse,1.1190410508696513,MWUMConcOnlyKL,2.624946595890401,2.624946595890401,0.6435365111498524
-1.1507445524356517,0.23271804832762666,0.659734228807113,nan,nan,8.0,5.24870136523399,mse,1.1398531180374316,MWUMBothKL,2.6813817562087743,2.6813817562087743,0.6292598139328982
-0.8387965240217081,0.16345430684015552,0.7317222590391337,nan,nan,8.0,6.590523550086195,mse,1.2221218402521965,OGDBoth,2.9933297846227176,2.9933297846227176,0.693485916922858
-0.828089743098217,0.19686478909773084,nan,nan,nan,8.0,6.640777882209407,mse,1.2250151804694733,OGDVanilla,3.0040365655462087,3.0040365655462087,0.6954037365839008
-0.5366987606406749,0.16639634184178945,7.889524874855005,nan,nan,8.0,9.425823106109105,mse,1.3059808217285749,OGDConcOnly,3.2954275480037505,3.2954275480037505,0.8867068584527206
-0.16275692026498265,0.22035921809918946,nan,0.6375816993464052,2.5,8.0,83.83868365630387,mse,1.3501117027235738,RLRuleBandit,3.6693693883794434,3.6693693883794434,1.1481757900392706
0.0569835159298584,0.976766454514404,nan,nan,nan,8.0,14.928525412595233,mse,1.397579087045779,MWUMVanilla,3.8891098245742834,3.8891098245742834,0.8551916444877897
0.37159406022265845,nan,nan,nan,nan,8.0,19.090637805574374,mse,1.4573955635766032,Median,4.203720368867084,4.203720368867084,1.0563304755880174
0.5993838581482889,0.05555555555555557,nan,nan,nan,8.0,22.27509480911054,mse,1.5254528450901577,Mean,4.431510166792714,4.431510166792714,1.1429281721192486
1.7678876155342067,0.8361874024148935,0.296339978908087,nan,2.4809658658662563,8.0,53.623900735228915,mse,1.713977429715175,RLSimplexBandit,5.600013924178633,5.600013924178633,2.078108625710532
