seed,horizon,method,n_obs,mse,mae,linex_a1,avg_hhi,best_individual_mse,best_individual_idx
8.0,4.0,Median,1020.0,0.35539346889219486,0.43995174606602944,0.2157067389521552,nan,0.3466247677553104,9.0
8.0,4.0,OGDVanilla,1020.0,0.3225033625539583,0.4186860935486686,0.19421691820040396,0.12456244587595726,0.3466247677553104,9.0
8.0,4.0,MWUMVanilla,1020.0,0.3466671154829292,0.4363668330993896,0.21130786347363972,0.2855671969093539,0.3466247677553104,9.0
8.0,4.0,OGDBoth,1020.0,0.31849384338647785,0.41539350056966196,0.18977620802709685,0.07770372275644481,0.3466247677553104,9.0
8.0,4.0,OGDConcOnly,1020.0,0.31353483540677607,0.41594774660989026,0.18372491586266484,0.1419904899335386,0.3466247677553104,9.0
8.0,4.0,MWUMBothKL,1020.0,0.3453336708536165,0.4330245241721036,0.20717772924354005,0.058255558196127655,0.3466247677553104,9.0
8.0,4.0,MWUMConcOnlyKL,1020.0,0.3156432279317324,0.4150834205450784,0.19017741096677457,0.0634048483157609,0.3466247677553104,9.0
8.0,8.0,Mean,1020.0,0.4762821875136777,0.5190491453369926,0.29022158587367,0.055555555555555566,0.40282952054698223,9.0
8.0,8.0,Median,1020.0,0.45263313887115814,0.5045157003529127,0.28094082715621355,nan,0.40282952054698223,9.0
8.0,8.0,OGDVanilla,1020.0,0.37334674790445244,0.4483698865257503,0.22569216846248358,0.13026397428295194,0.40282952054698223,9.0
8.0,8.0,MWUMVanilla,1020.0,0.40777961917450356,0.4780551540992386,0.2517281139974867,0.5914254119020979,0.40282952054698223,9.0
8.0,8.0,OGDBoth,1020.0,0.37043307384700946,0.44780366023186535,0.2243582087807944,0.08742954458014522,0.40282952054698223,9.0
8.0,8.0,OGDConcOnly,1020.0,0.4044401930192044,0.4827178308960953,0.2389037176110204,0.172056038440303,0.40282952054698223,9.0
8.0,8.0,MWUMBothKL,1020.0,0.4162612957657567,0.48172339576218287,0.25281466907634215,0.062001331638728015,0.40282952054698223,9.0
8.0,8.0,MWUMConcOnlyKL,1020.0,0.3755546174201574,0.45789868669998074,0.22396148864677226,0.06838430880671428,0.40282952054698223,9.0
9.0,1.0,Mean,1020.0,0.08565742701477568,0.21725057785795726,0.04477865484236071,0.055555555555555566,0.08714977756142336,9.0
9.0,1.0,Median,1020.0,0.08549614755777865,0.21686941646260868,0.04491080551479685,nan,0.08714977756142336,9.0
9.0,1.0,OGDVanilla,1020.0,0.08628108663152842,0.2188146811526973,0.04509542882559553,0.08272656752299695,0.08714977756142336,9.0
9.0,1.0,MWUMVanilla,1020.0,0.08576023782021262,0.2180038812748605,0.04496835950696581,0.08186734415242806,0.08714977756142336,9.0
9.0,1.0,OGDBoth,1020.0,0.0847500269970067,0.21649936285739949,0.044300115625494456,0.057089031124290146,0.08714977756142336,9.0
9.0,1.0,OGDConcOnly,1020.0,0.09203667106526173,0.22556632747852326,0.04746174537825903,0.08153038194423108,0.08714977756142336,9.0
9.0,1.0,MWUMBothKL,1020.0,0.0852532591338376,0.21690529275897194,0.04454309444672825,0.055798838424963235,0.08714977756142336,9.0
9.0,1.0,MWUMConcOnlyKL,1020.0,0.08512900344105373,0.21696286810680465,0.044482000940023504,0.05615144512290727,0.08714977756142336,9.0
9.0,4.0,Mean,1020.0,0.2720824489923786,0.37667858674337434,0.14600805139673334,0.055555555555555566,0.26140327279716524,9.0
9.0,4.0,Median,1020.0,0.2621055884825236,0.3655617408244583,0.14442184181469553,nan,0.26140327279716524,9.0
9.0,4.0,OGDVanilla,1020.0,0.235525236515963,0.3469601186092413,0.12562158863489212,0.14166824311143944,0.26140327279716524,9.0
9.0,4.0,MWUMVanilla,1020.0,0.26050464844508586,0.36346981204987,0.14472565065357548,0.2767850235385633,0.26140327279716524,9.0
9.0,4.0,OGDBoth,1020.0,0.2333758384511682,0.34810004879799206,0.12382182086064089,0.07361161377576962,0.26140327279716524,9.0
9.0,4.0,OGDConcOnly,1020.0,0.22124937032060593,0.33987899227419877,0.11690632950172895,0.11738706904892589,0.26140327279716524,9.0
9.0,4.0,MWUMBothKL,1020.0,0.2574713156423795,0.3665232954594193,0.13776191189529946,0.05731802273873638,0.26140327279716524,9.0
9.0,4.0,MWUMConcOnlyKL,1020.0,0.2384831037885054,0.35631642987345097,0.12811351150325637,0.0604009457375034,0.26140327279716524,9.0
9.0,8.0,Mean,1020.0,0.3836034617008229,0.4458224639264264,0.22187246456165036,0.055555555555555566,0.3179755694050882,9.0
9.0,8.0,Median,1020.0,0.3545553032794066,0.42397939050410716,0.21112060651128545,nan,0.3179755694050882,9.0
9.0,8.0,OGDVanilla,1020.0,0.286450390343555,0.3790059017545531,0.16474914940257945,0.17433625677677822,0.3179755694050882,9.0
9.0,8.0,MWUMVanilla,1020.0,0.3195755663690683,0.4006400934149979,0.19364853052909992,0.6372317515627285,0.3179755694050882,9.0
9.0,8.0,OGDBoth,1020.0,0.29092472563941146,0.38627703564546695,0.16649821728247147,0.08212407280815592,0.3179755694050882,9.0
9.0,8.0,OGDConcOnly,1020.0,0.3066999277753111,0.3986330605869947,0.18665206850296667,0.13994540228807545,0.3179755694050882,9.0
9.0,8.0,MWUMBothKL,1020.0,0.3362387654306202,0.41732800917112417,0.1940800499004995,0.059733582915949324,0.3179755694050882,9.0
9.0,8.0,MWUMConcOnlyKL,1020.0,0.30723598809303854,0.40036993266248005,0.18027932437518068,0.06333174691026566,0.3179755694050882,9.0
