seed,horizon,method,n_obs,mse,mae,linex_a1,avg_hhi,best_individual_mse,best_individual_idx
2.0,1.0,MWUMBothKL,1020.0,0.10252893329718218,0.24254636961549622,0.05303643332858011,0.0558758021569453,0.10493027169427077,9.0
2.0,1.0,MWUMConcOnlyKL,1020.0,0.1020533803493486,0.2422777161839736,0.052844693565254335,0.056395541576806,0.10493027169427077,9.0
2.0,4.0,Mean,1020.0,0.30629231197270623,0.415937547021168,0.17100107666292494,0.055555555555555566,0.2842737715604423,0.0
2.0,4.0,Median,1020.0,0.2972671401651623,0.40749213535182843,0.16513182595578518,nan,0.2842737715604423,0.0
2.0,4.0,OGDVanilla,1020.0,0.271144014212289,0.3877959416001917,0.14895626126449885,0.11681025654292469,0.2842737715604423,0.0
2.0,4.0,MWUMVanilla,1020.0,0.2812053706675887,0.3932965853905841,0.15312285562219846,0.2572268498835829,0.2842737715604423,0.0
2.0,4.0,OGDBoth,1020.0,0.2710629232830656,0.38836407732000844,0.147986395410506,0.07336127639541104,0.2842737715604423,0.0
2.0,4.0,OGDConcOnly,1020.0,0.2536846032465857,0.36752665175786303,0.13732841952567898,0.12446928563800884,0.2842737715604423,0.0
2.0,4.0,MWUMBothKL,1020.0,0.2925956391565584,0.40605024235964626,0.16204375426476947,0.05734803278479334,0.2842737715604423,0.0
2.0,4.0,MWUMConcOnlyKL,1020.0,0.2748705024829318,0.39206721920454957,0.1507096409458131,0.06059291427238566,0.2842737715604423,0.0
2.0,8.0,Mean,1020.0,0.41962479592761776,0.49778350477990074,0.253989406725144,0.055555555555555566,0.3622773648658748,9.0
2.0,8.0,Median,1020.0,0.4013167171465391,0.482599077061644,0.24269606978509417,nan,0.3622773648658748,9.0
2.0,8.0,OGDVanilla,1020.0,0.3276197511401677,0.43099990435200886,0.1890849449535998,0.1479142377480695,0.3622773648658748,9.0
2.0,8.0,MWUMVanilla,1020.0,0.3628678284414808,0.44768661955389843,0.2078252560036796,0.43902238792266307,0.3622773648658748,9.0
2.0,8.0,OGDBoth,1020.0,0.33334280412543804,0.4379491944864851,0.19332804158133096,0.08683883834043683,0.3622773648658748,9.0
2.0,8.0,OGDConcOnly,1020.0,0.36262670550004017,0.4519746690334592,0.22330740209685632,0.15919828420050247,0.3622773648658748,9.0
2.0,8.0,MWUMBothKL,1020.0,0.3786297998983883,0.47236379059769046,0.2247972008564602,0.05991103345694356,0.3622773648658748,9.0
2.0,8.0,MWUMConcOnlyKL,1020.0,0.3526488615609882,0.4524300408375727,0.20865418118751106,0.06467357553206758,0.3622773648658748,9.0
3.0,1.0,Mean,1020.0,0.08815247670361616,0.22230772434190796,0.04550174894840903,0.055555555555555566,0.09083388890367458,9.0
3.0,1.0,Median,1020.0,0.08908735110932665,0.22491438503275205,0.0458712699431342,nan,0.09083388890367458,9.0
3.0,1.0,OGDVanilla,1020.0,0.08862171104279797,0.2223394392691906,0.045822017330466994,0.08647702139114942,0.09083388890367458,9.0
3.0,1.0,MWUMVanilla,1020.0,0.08834925052678454,0.22321608876574095,0.045820565120055626,0.07314394208765512,0.09083388890367458,9.0
3.0,1.0,OGDBoth,1020.0,0.08814475548453095,0.222569377060589,0.04547793494859953,0.057126599131044994,0.09083388890367458,9.0
3.0,1.0,OGDConcOnly,1020.0,0.08992059608338895,0.22779336719337837,0.046316389954361846,0.08188930035544545,0.09083388890367458,9.0
3.0,1.0,MWUMBothKL,1020.0,0.08803977500445931,0.22237123369039738,0.045480584167481714,0.055748708454378036,0.09083388890367458,9.0
3.0,1.0,MWUMConcOnlyKL,1020.0,0.08811719178747557,0.22312688434212777,0.045498315498909585,0.0562533308621028,0.09083388890367458,9.0
3.0,4.0,Mean,1020.0,0.24457146478281805,0.36380049634126554,0.134987578377454,0.055555555555555566,0.22998541206204992,9.0
3.0,4.0,Median,1020.0,0.23601270480372832,0.3555005134106767,0.12978806565458376,nan,0.22998541206204992,9.0
3.0,4.0,OGDVanilla,1020.0,0.22151302090845865,0.34551328237648726,0.11810064306508965,0.11694819562637226,0.22998541206204992,9.0
3.0,4.0,MWUMVanilla,1020.0,0.23145979627886867,0.35114468200158433,0.12738236256882404,0.2902406135529216,0.22998541206204992,9.0
3.0,4.0,OGDBoth,1020.0,0.22019510669798836,0.3440445144378186,0.11855330593886149,0.07116482589559693,0.22998541206204992,9.0
3.0,4.0,OGDConcOnly,1020.0,0.20262680741918396,0.3267491641607656,0.10896610191127001,0.11568238988484823,0.22998541206204992,9.0
3.0,4.0,MWUMBothKL,1020.0,0.2353692647896039,0.3565408578056365,0.12890638822765124,0.056880078133686875,0.22998541206204992,9.0
3.0,4.0,MWUMConcOnlyKL,1020.0,0.21826526049169656,0.3439498754509073,0.11837020223070306,0.05986046390459583,0.22998541206204992,9.0
3.0,8.0,Mean,1020.0,0.28363902931664775,0.40180655364393275,0.1589625256123225,0.055555555555555566,0.2531425454997342,9.0
3.0,8.0,Median,1020.0,0.2771873144122376,0.3913880140122881,0.15541047129090677,nan,0.2531425454997342,9.0
3.0,8.0,OGDVanilla,1020.0,0.2401399691716795,0.36247048486478484,0.13473836581608853,0.11893707231365637,0.2531425454997342,9.0
3.0,8.0,MWUMVanilla,1020.0,0.25780708710367517,0.3712335993355726,0.14600396617376477,0.4577830350990684,0.2531425454997342,9.0
3.0,8.0,OGDBoth,1020.0,0.23642932304931621,0.3631812482038947,0.13251418985840946,0.07776227707036863,0.2531425454997342,9.0
3.0,8.0,OGDConcOnly,1020.0,0.24149227191776154,0.3619114761429437,0.1350554560708417,0.13597135940518912,0.2531425454997342,9.0
3.0,8.0,MWUMBothKL,1020.0,0.26233727345604374,0.3851946078330999,0.14712680674167414,0.05816750368369735,0.2531425454997342,9.0
3.0,8.0,MWUMConcOnlyKL,1020.0,0.23712913633422547,0.367341325274057,0.13183543462607653,0.0621344213544122,0.2531425454997342,9.0
4.0,1.0,Mean,1020.0,0.10420665107941506,0.22849146221499156,0.05743245304418151,0.055555555555555566,0.10484922036510806,1.0
4.0,1.0,Median,1020.0,0.1034099732022946,0.22879585745852968,0.057146020306520905,nan,0.10484922036510806,1.0
4.0,1.0,OGDVanilla,1020.0,0.10651756613991473,0.23172940369288486,0.05842361399525844,0.07845312057881149,0.10484922036510806,1.0
4.0,1.0,MWUMVanilla,1020.0,0.10233118564112592,0.22820262707299413,0.05623008825367011,0.0968975670998908,0.10484922036510806,1.0
4.0,1.0,OGDBoth,1020.0,0.10473705359906192,0.22926356088289657,0.057632436976832235,0.057753396612420155,0.10484922036510806,1.0
4.0,1.0,OGDConcOnly,1020.0,0.12303913470079837,0.24400612801441063,0.06675801240750157,0.09475505152103328,0.10484922036510806,1.0
4.0,1.0,MWUMBothKL,1020.0,0.10347862350156357,0.22826256898996675,0.05693159774247211,0.05605742861781409,0.10484922036510806,1.0
4.0,1.0,MWUMConcOnlyKL,1020.0,0.10417301642646556,0.22869789382325736,0.057464950468801276,0.05665485987257873,0.10484922036510806,1.0
4.0,4.0,Mean,1020.0,0.3981330501180221,0.4468146123859355,0.28764505045982797,0.055555555555555566,0.36012854868000893,9.0
4.0,4.0,Median,1020.0,0.3872476259391542,0.4331517601767718,0.27848090014052257,nan,0.36012854868000893,9.0
4.0,4.0,OGDVanilla,1020.0,0.3511681410967078,0.412711997697407,0.23754593525063555,0.13064128274132827,0.36012854868000893,9.0
4.0,4.0,MWUMVanilla,1020.0,0.3626842880004419,0.4179281618072928,0.2563038588315547,0.44420420122535265,0.36012854868000893,9.0
4.0,4.0,OGDBoth,1020.0,0.347225520787571,0.4112395748426633,0.23687602532878185,0.08043663396595628,0.36012854868000893,9.0
4.0,4.0,OGDConcOnly,1020.0,0.34824514568023557,0.4147407496531164,0.22500229499633473,0.14955375305724414,0.36012854868000893,9.0
4.0,4.0,MWUMBothKL,1020.0,0.3755787315400004,0.43141215578171194,0.2648839878039099,0.059077039770153765,0.36012854868000893,9.0
4.0,4.0,MWUMConcOnlyKL,1020.0,0.33606082032231205,0.40947490470904646,0.22452359366109284,0.06548094635322362,0.36012854868000893,9.0
4.0,8.0,Mean,1020.0,0.5671622564488867,0.5396129436885257,0.4250308846400605,0.055555555555555566,0.40962344091613095,9.0
4.0,8.0,Median,1020.0,0.513603046099538,0.5024106486126673,0.3837273706246987,nan,0.40962344091613095,9.0
4.0,8.0,OGDVanilla,1020.0,0.39472395586569836,0.4366288720029145,0.2621187749662561,0.17811590988200665,0.40962344091613095,9.0
4.0,8.0,MWUMVanilla,1020.0,0.41157423512298247,0.44490828628680024,0.2766855593361319,0.5454800267446213,0.40962344091613095,9.0
4.0,8.0,OGDBoth,1020.0,0.4021769626032861,0.44578141947464084,0.26668488197561363,0.09247750714072095,0.40962344091613095,9.0
4.0,8.0,OGDConcOnly,1020.0,0.4629005368748279,0.4860942185022468,0.27800205627506025,0.17291403486203086,0.40962344091613095,9.0
4.0,8.0,MWUMBothKL,1020.0,0.4585108440314939,0.4840194418006577,0.309834025258597,0.06563767687539647,0.40962344091613095,9.0
4.0,8.0,MWUMConcOnlyKL,1020.0,0.41787947824132005,0.4613423284921933,0.2734427048637589,0.07132200826263764,0.40962344091613095,9.0
5.0,1.0,Mean,1020.0,0.09393424966416639,0.23269058694130507,0.04986632483093342,0.055555555555555566,0.09483246744831261,3.0
5.0,1.0,Median,1020.0,0.0926756397906753,0.23219108456926302,0.04891528598613543,nan,0.09483246744831261,3.0
5.0,1.0,OGDVanilla,1020.0,0.09342205021567762,0.23325765982548502,0.04922856785588722,0.07879190781658355,0.09483246744831261,3.0
5.0,1.0,MWUMVanilla,1020.0,0.09266946940489947,0.23229321020269197,0.04898185888091282,0.08011061401117472,0.09483246744831261,3.0
5.0,1.0,OGDBoth,1020.0,0.09287489252026812,0.23196683057447107,0.04898267683200786,0.05743106188694138,0.09483246744831261,3.0
5.0,1.0,OGDConcOnly,1020.0,0.10448575817937131,0.24349350001165235,0.05561755553431515,0.08790533534835857,0.09483246744831261,3.0
5.0,1.0,MWUMBothKL,1020.0,0.09330739590288512,0.2320682134621921,0.04927616661380946,0.05591408664143704,0.09483246744831261,3.0
5.0,1.0,MWUMConcOnlyKL,1020.0,0.09323375198958064,0.2323758393619403,0.04915737085170521,0.056331250309917674,0.09483246744831261,3.0
5.0,4.0,Mean,1020.0,0.2948115989604722,0.4071052735677434,0.1720802797487225,0.055555555555555566,0.28893275466375845,3.0
5.0,4.0,Median,1020.0,0.290832066467089,0.4037520708121235,0.1697604918024276,nan,0.28893275466375845,3.0
5.0,4.0,OGDVanilla,1020.0,0.25958852869960386,0.3842179970088435,0.15178419180824135,0.13148548917229377,0.28893275466375845,3.0
5.0,4.0,MWUMVanilla,1020.0,0.28371061541631265,0.40013544786727334,0.16443609805475073,0.25025303033548,0.28893275466375845,3.0
5.0,4.0,OGDBoth,1020.0,0.2593595205037131,0.38307455896984527,0.15179147007431268,0.07597596807220332,0.28893275466375845,3.0
5.0,4.0,OGDConcOnly,1020.0,0.24490322093656464,0.3668957656126437,0.14374710158855733,0.13033128997121074,0.28893275466375845,3.0
5.0,4.0,MWUMBothKL,1020.0,0.2815608327815268,0.39829180774846973,0.16351872567545034,0.0575720153737607,0.28893275466375845,3.0
5.0,4.0,MWUMConcOnlyKL,1020.0,0.2554998474526741,0.3806702504593454,0.1487130271468129,0.06200713055772654,0.28893275466375845,3.0
5.0,8.0,Mean,1020.0,0.38590326568546884,0.4785481322497744,0.22817572201078343,0.055555555555555566,0.34948981199309653,9.0
5.0,8.0,Median,1020.0,0.3653439800945336,0.4629803895126995,0.21628063821677518,nan,0.34948981199309653,9.0
5.0,8.0,OGDVanilla,1020.0,0.29703223305139304,0.40905350557646963,0.17828342096940764,0.1332329488881823,0.34948981199309653,9.0
5.0,8.0,MWUMVanilla,1020.0,0.34757940290149875,0.4517877368440037,0.2036313943673563,0.3857629024112597,0.34948981199309653,9.0
5.0,8.0,OGDBoth,1020.0,0.29690935743486374,0.4108749092072877,0.17861316865059648,0.08599954885868175,0.34948981199309653,9.0
5.0,8.0,OGDConcOnly,1020.0,0.30363194123498743,0.41311771841431516,0.18890025476499905,0.15045803491843848,0.34948981199309653,9.0
5.0,8.0,MWUMBothKL,1020.0,0.34412137152468736,0.45022512377978857,0.2041047729243479,0.060105163439310536,0.34948981199309653,9.0
5.0,8.0,MWUMConcOnlyKL,1020.0,0.3096147962918163,0.42568669139874793,0.1854627222945949,0.06450925567130278,0.34948981199309653,9.0
6.0,1.0,Mean,1020.0,0.10148157051319202,0.23395659207113928,0.053885965864795014,0.055555555555555566,0.10291062177333689,1.0
6.0,1.0,Median,1020.0,0.10127199217589176,0.23331229345096352,0.05377527274163366,nan,0.10291062177333689,1.0
6.0,1.0,OGDVanilla,1020.0,0.10262184355231622,0.23421667913188737,0.05455721433282577,0.07537926264788283,0.10291062177333689,1.0
6.0,1.0,MWUMVanilla,1020.0,0.10123712886141333,0.23327316795036707,0.053760347126539425,0.09093388056561731,0.10291062177333689,1.0
6.0,1.0,OGDBoth,1020.0,0.10146934388556693,0.23312616476074127,0.053888758181180996,0.05756812170297439,0.10291062177333689,1.0
6.0,1.0,OGDConcOnly,1020.0,0.1092710420487662,0.23962705930436043,0.05806300545706068,0.09041179890294762,0.10291062177333689,1.0
6.0,1.0,MWUMBothKL,1020.0,0.10123166350608141,0.23345423006840346,0.05367556302512928,0.05591372654682402,0.10291062177333689,1.0
6.0,1.0,MWUMConcOnlyKL,1020.0,0.10143877151951897,0.23298809712986607,0.05381985835206,0.056533285511011645,0.10291062177333689,1.0
6.0,4.0,Mean,1020.0,0.3305020720781134,0.4188832544286564,0.213474472565598,0.055555555555555566,0.29845372717851043,1.0
6.0,4.0,Median,1020.0,0.31236414316929606,0.4028482451055082,0.19940696581674786,nan,0.29845372717851043,1.0
6.0,4.0,OGDVanilla,1020.0,0.2875181176852856,0.38727156052769496,0.18328511061168082,0.1447560102714358,0.29845372717851043,1.0
6.0,4.0,MWUMVanilla,1020.0,0.29761046519732653,0.3905608441382015,0.1893660866865203,0.22123147549475544,0.29845372717851043,1.0
6.0,4.0,OGDBoth,1020.0,0.29222667526315976,0.39048775850554535,0.1861220277706388,0.07607647734923847,0.29845372717851043,1.0
6.0,4.0,OGDConcOnly,1020.0,0.2896804050856028,0.3815991080665557,0.1847667688085762,0.13080751663563922,0.29845372717851043,1.0
6.0,4.0,MWUMBothKL,1020.0,0.3131694095218086,0.4066085158082495,0.20018044512887498,0.057892626188886055,0.29845372717851043,1.0
6.0,4.0,MWUMConcOnlyKL,1020.0,0.29496639618179155,0.3936421502550387,0.1867135638020099,0.06190556149043122,0.29845372717851043,1.0
6.0,8.0,Mean,1020.0,0.3886430756743916,0.46590592127919295,0.23234453902512944,0.055555555555555566,0.3243222955860044,9.0
6.0,8.0,Median,1020.0,0.3578402894985616,0.43828232115788196,0.21393312823192986,nan,0.3243222955860044,9.0
6.0,8.0,OGDVanilla,1020.0,0.3015282954661657,0.40160030546305825,0.17917919268571317,0.13612535875511156,0.3243222955860044,9.0
6.0,8.0,MWUMVanilla,1020.0,0.3212251339047079,0.40822425261481665,0.19260387319174646,0.2528979894412349,0.3243222955860044,9.0
6.0,8.0,OGDBoth,1020.0,0.3029648754346865,0.4027756739127524,0.18022432666606092,0.08404562246198034,0.3243222955860044,9.0
6.0,8.0,OGDConcOnly,1020.0,0.34237803905530095,0.4312439631400831,0.19793882679517613,0.15520744382107082,0.3243222955860044,9.0
6.0,8.0,MWUMBothKL,1020.0,0.344233640434614,0.43421449927017713,0.20503658207043945,0.060820104854368784,0.3243222955860044,9.0
6.0,8.0,MWUMConcOnlyKL,1020.0,0.30946943324066806,0.41261454045629686,0.1781143429183807,0.0659698933875433,0.3243222955860044,9.0
7.0,1.0,Mean,1020.0,0.08175203144811526,0.21332920516269813,0.042394809109449406,0.055555555555555566,0.08155503135952431,9.0
7.0,1.0,Median,1020.0,0.08092524978133486,0.21247440802519377,0.04209887034202221,nan,0.08155503135952431,9.0
7.0,1.0,OGDVanilla,1020.0,0.08193383357857072,0.21362487337337918,0.042409945313210955,0.08379698434672163,0.08155503135952431,9.0
7.0,1.0,MWUMVanilla,1020.0,0.08105346375619486,0.21299593790080926,0.042129520354524636,0.08515847680939023,0.08155503135952431,9.0
7.0,1.0,OGDBoth,1020.0,0.0812100692808626,0.2122452728280147,0.04211426490212319,0.057006931558966745,0.08155503135952431,9.0
7.0,1.0,OGDConcOnly,1020.0,0.08810793372998858,0.21847867884466135,0.04527893423282723,0.08011376454289512,0.08155503135952431,9.0
7.0,1.0,MWUMBothKL,1020.0,0.08094640050766815,0.2123222809558899,0.04207616430833658,0.055841932800186976,0.08155503135952431,9.0
7.0,1.0,MWUMConcOnlyKL,1020.0,0.08092748782141071,0.21222632242970263,0.04209337617464022,0.056194667429905136,0.08155503135952431,9.0
7.0,4.0,Mean,1020.0,0.26161862695281946,0.3708230630968774,0.15365525996282675,0.055555555555555566,0.24846370701940185,9.0
7.0,4.0,Median,1020.0,0.2573836071802468,0.3636541923070514,0.1496178318577828,nan,0.24846370701940185,9.0
7.0,4.0,OGDVanilla,1020.0,0.23491361304352767,0.34731590371884175,0.13977349275467382,0.1172040563416955,0.24846370701940185,9.0
7.0,4.0,MWUMVanilla,1020.0,0.2513971846368416,0.35654467405634516,0.14755158847017394,0.5220293079682444,0.24846370701940185,9.0
7.0,4.0,OGDBoth,1020.0,0.23422826076694983,0.34864945403221,0.13852654324425095,0.0713341757770152,0.24846370701940185,9.0
7.0,4.0,OGDConcOnly,1020.0,0.21692429199175906,0.3360731790033944,0.12460781164322161,0.12091224191248835,0.24846370701940185,9.0
7.0,4.0,MWUMBothKL,1020.0,0.2520832141262622,0.3639633726306319,0.1479942784756491,0.0568756999983866,0.24846370701940185,9.0
7.0,4.0,MWUMConcOnlyKL,1020.0,0.23109974631420807,0.3507001598913221,0.13302450160295368,0.06056648636235129,0.24846370701940185,9.0
7.0,8.0,Mean,1020.0,0.37991738636414674,0.45567631040835593,0.2323191363014279,0.055555555555555566,0.30916186170498094,1.0
7.0,8.0,Median,1020.0,0.3639600467986728,0.4397706361629874,0.22273692341990983,nan,0.30916186170498094,1.0
7.0,8.0,OGDVanilla,1020.0,0.2810601398735003,0.38640767431354905,0.16704381859600212,0.1419838801296644,0.30916186170498094,1.0
7.0,8.0,MWUMVanilla,1020.0,0.3107490711583189,0.40596491870706225,0.18959352015397932,0.6082913784146,0.30916186170498094,1.0
7.0,8.0,OGDBoth,1020.0,0.2839460966525415,0.392183800762383,0.16820511892070286,0.0848222905200233,0.30916186170498094,1.0
7.0,8.0,OGDConcOnly,1020.0,0.27325360165746715,0.3896808794876795,0.16289728780989682,0.14456031379896075,0.30916186170498094,1.0
7.0,8.0,MWUMBothKL,1020.0,0.33294648407511007,0.42789291196654694,0.19848269302932547,0.0599477880772215,0.30916186170498094,1.0
7.0,8.0,MWUMConcOnlyKL,1020.0,0.2985251211036305,0.4066516939737049,0.1757392449598421,0.06453648813706805,0.30916186170498094,1.0
8.0,1.0,Mean,1020.0,0.1176570120108173,0.2575351896541618,0.06319259692500873,0.055555555555555566,0.12181191829238588,2.0
8.0,1.0,Median,1020.0,0.11961340759499321,0.260455332487314,0.06396729511846169,nan,0.12181191829238588,2.0
8.0,1.0,OGDVanilla,1020.0,0.12016330344936502,0.26106469023519685,0.06408814471927539,0.07524074227192304,0.12181191829238588,2.0
8.0,1.0,MWUMVanilla,1020.0,0.11898437961003729,0.2599389616886099,0.06358810623197987,0.09041117320633661,0.12181191829238588,2.0
8.0,1.0,OGDBoth,1020.0,0.11802716952200522,0.2578444925262915,0.06304126199376164,0.05787001304737462,0.12181191829238588,2.0
8.0,1.0,OGDConcOnly,1020.0,0.12842571211621878,0.2717079062913118,0.0684966895279989,0.09633387942891944,0.12181191829238588,2.0
8.0,1.0,MWUMBothKL,1020.0,0.11742820168634491,0.2577087315970085,0.06295133905409048,0.0559661945871474,0.12181191829238588,2.0
8.0,1.0,MWUMConcOnlyKL,1020.0,0.11737122543745572,0.2576476299903979,0.06282568798858264,0.05670105486631588,0.12181191829238588,2.0
8.0,4.0,Mean,1020.0,0.3629568307127175,0.4446846516227014,0.2207455198236965,0.055555555555555566,0.3466247677553104,9.0
