action_idx,action_name,hhi_t,horizon,horizon_name,kappa,lambda_t,loss_section,method,series_id,t
4.0,OGDConcOnly,0.08333333333333334,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,4.0
5.0,MWUMBothKL,0.08333333333333334,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,5.0
6.0,MWUMConcOnlyKL,0.08333333333333334,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,6.0
4.0,OGDConcOnly,0.10138078369787339,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,7.0
0.0,Mean,0.08333333333333334,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,8.0
0.0,Mean,0.08333333333333334,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,9.0
4.0,OGDConcOnly,0.5214640888547878,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,10.0
0.0,Mean,0.08333333333333334,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,11.0
5.0,MWUMBothKL,0.10845529428996549,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,12.0
4.0,OGDConcOnly,1.0,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,13.0
5.0,MWUMBothKL,0.1023536572479783,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,14.0
4.0,OGDConcOnly,1.0,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,15.0
3.0,OGDBoth,0.12412451065842928,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,16.0
3.0,OGDBoth,0.1153620234027609,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,17.0
3.0,OGDBoth,0.12081748176917027,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,18.0
3.0,OGDBoth,0.13300939309012616,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,19.0
3.0,OGDBoth,0.13610815565806397,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,20.0
3.0,OGDBoth,0.11251543558041738,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,21.0
3.0,OGDBoth,0.11548226856888377,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,22.0
3.0,OGDBoth,0.1262909380860544,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,23.0
3.0,OGDBoth,0.1774336776637081,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,24.0
0.0,Mean,0.08333333333333334,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,25.0
4.0,OGDConcOnly,1.0,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,26.0
5.0,MWUMBothKL,0.10550212835636033,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,27.0
0.0,Mean,0.08333333333333334,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,28.0
4.0,OGDConcOnly,1.0,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,29.0
0.0,Mean,0.08333333333333334,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,30.0
6.0,MWUMConcOnlyKL,0.9498450198098044,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,31.0
5.0,MWUMBothKL,0.25041486082976305,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,32.0
5.0,MWUMBothKL,0.2468613233866697,0.0,CPI3,nan,nan,mse,RLRuleBandit,CPI3,33.0
0.0,kappa_idx,0.08333333333333334,0.0,CPI3,0.01,0.006932471805599453,mse,RLKappaBandit,CPI3,0.0
1.0,kappa_idx,1.0,0.0,CPI3,0.03,0.020795415416798357,mse,RLKappaBandit,CPI3,1.0
2.0,kappa_idx,0.9888010046459814,0.0,CPI3,0.1,0.06931571805599453,mse,RLKappaBandit,CPI3,2.0
3.0,kappa_idx,1.0,0.0,CPI3,0.3,0.2079451541679836,mse,RLKappaBandit,CPI3,3.0
4.0,kappa_idx,0.9773288741415563,0.0,CPI3,1.0,0.6931481805599453,mse,RLKappaBandit,CPI3,4.0
5.0,kappa_idx,0.11815567981911865,0.0,CPI3,3.0,2.079442541679836,mse,RLKappaBandit,CPI3,5.0
6.0,kappa_idx,0.1424382180562181,0.0,CPI3,8.0,5.545178444479562,mse,RLKappaBandit,CPI3,6.0
0.0,kappa_idx,0.09140805027734003,0.0,CPI3,0.01,0.006932471805599453,mse,RLKappaBandit,CPI3,7.0
0.0,kappa_idx,0.9968467949314757,0.0,CPI3,0.01,0.006932471805599453,mse,RLKappaBandit,CPI3,8.0
4.0,kappa_idx,0.9702712830345407,0.0,CPI3,1.0,0.6931481805599453,mse,RLKappaBandit,CPI3,9.0
0.0,kappa_idx,0.12033411145097687,0.0,CPI3,0.01,0.006932471805599453,mse,RLKappaBandit,CPI3,10.0
0.0,kappa_idx,1.0,0.0,CPI3,0.01,0.006932471805599453,mse,RLKappaBandit,CPI3,11.0
0.0,kappa_idx,1.0,0.0,CPI3,0.01,0.006932471805599453,mse,RLKappaBandit,CPI3,12.0
0.0,kappa_idx,0.4758681575392178,0.0,CPI3,0.01,0.006439132093042979,mse,RLKappaBandit,CPI3,13.0
4.0,kappa_idx,1.0,0.0,CPI3,1.0,0.5960099912176954,mse,RLKappaBandit,CPI3,14.0
0.0,kappa_idx,0.3358438212937864,0.0,CPI3,0.01,0.0059493332371094,mse,RLKappaBandit,CPI3,15.0
0.0,kappa_idx,0.662452111160772,0.0,CPI3,0.01,0.005733161332231886,mse,RLKappaBandit,CPI3,16.0
0.0,kappa_idx,0.7698837294340868,0.0,CPI3,0.01,0.005390815722187726,mse,RLKappaBandit,CPI3,17.0
0.0,kappa_idx,0.9999875444524223,0.0,CPI3,0.01,0.005354863927186397,mse,RLKappaBandit,CPI3,18.0
0.0,kappa_idx,1.0,0.0,CPI3,0.01,0.005215865661444922,mse,RLKappaBandit,CPI3,19.0
0.0,kappa_idx,0.8780313325281925,0.0,CPI3,0.01,0.0049803470205479535,mse,RLKappaBandit,CPI3,20.0
0.0,kappa_idx,0.5624280259095988,0.0,CPI3,0.01,0.004852510844512331,mse,RLKappaBandit,CPI3,21.0
0.0,kappa_idx,0.9999990593434789,0.0,CPI3,0.01,0.004618287028029769,mse,RLKappaBandit,CPI3,22.0
0.0,kappa_idx,0.9999999999999996,0.0,CPI3,0.01,0.004241469295080414,mse,RLKappaBandit,CPI3,23.0
0.0,kappa_idx,1.0,0.0,CPI3,0.01,0.005060331162380031,mse,RLKappaBandit,CPI3,24.0
0.0,kappa_idx,1.0,0.0,CPI3,0.01,0.0059258281693331276,mse,RLKappaBandit,CPI3,25.0
0.0,kappa_idx,0.7176583151435567,0.0,CPI3,0.01,0.006370629503135235,mse,RLKappaBandit,CPI3,26.0
0.0,kappa_idx,0.9999999999978315,0.0,CPI3,0.01,0.0065658206254551954,mse,RLKappaBandit,CPI3,27.0
4.0,kappa_idx,1.0,0.0,CPI3,1.0,0.6772545583539684,mse,RLKappaBandit,CPI3,28.0
0.0,kappa_idx,0.881569394248428,0.0,CPI3,0.01,0.007125594023278579,mse,RLKappaBandit,CPI3,29.0
0.0,kappa_idx,1.0,0.0,CPI3,0.01,0.007554149682280225,mse,RLKappaBandit,CPI3,30.0
4.0,kappa_idx,1.0,0.0,CPI3,1.0,0.8038924825019427,mse,RLKappaBandit,CPI3,31.0
5.0,kappa_idx,0.9999738248451008,0.0,CPI3,3.0,2.504933543509088,mse,RLKappaBandit,CPI3,32.0
5.0,kappa_idx,0.13245175628764805,0.0,CPI3,3.0,2.5302157754493644,mse,RLKappaBandit,CPI3,33.0
0.0,Mean,0.08333333333333334,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,0.0
1.0,OGDVanilla,0.08333333333333334,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,1.0
2.0,MWUMVanilla,0.08333333333333334,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,2.0
3.0,OGDBoth,0.08333333333333334,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,3.0
4.0,OGDConcOnly,0.08333333333333334,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,4.0
5.0,MWUMBothKL,0.08333333333333334,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,5.0
6.0,MWUMConcOnlyKL,0.08333333333333334,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,6.0
5.0,MWUMBothKL,0.08333360526932637,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,7.0
4.0,OGDConcOnly,0.08333336150351958,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,8.0
2.0,MWUMVanilla,0.0833338214624177,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,9.0
3.0,OGDBoth,0.08333344857744791,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,10.0
0.0,Mean,0.08333333333333334,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,11.0
6.0,MWUMConcOnlyKL,0.08333425299677391,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,12.0
1.0,OGDVanilla,0.0833337782599676,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,13.0
5.0,MWUMBothKL,0.08333354170606373,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,14.0
6.0,MWUMConcOnlyKL,0.08333335412757553,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,15.0
4.0,OGDConcOnly,0.08333956377968652,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,16.0
0.0,Mean,0.08333333333333334,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,17.0
2.0,MWUMVanilla,0.08333388891450912,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,18.0
3.0,OGDBoth,0.08333351019026013,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,19.0
6.0,MWUMConcOnlyKL,0.08333385513689502,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,20.0
5.0,MWUMBothKL,0.08333349836578544,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,21.0
4.0,OGDConcOnly,0.0833341690891756,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,22.0
2.0,MWUMVanilla,0.08333398220141566,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,23.0
1.0,OGDVanilla,0.08333390125047481,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,24.0
3.0,OGDBoth,0.08333354610903337,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,25.0
0.0,Mean,0.08333333333333334,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,26.0
5.0,MWUMBothKL,0.0833334609836904,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,27.0
1.0,OGDVanilla,0.08333916949689828,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,28.0
6.0,MWUMConcOnlyKL,0.0833333900902339,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,29.0
4.0,OGDConcOnly,0.08334621213792914,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,30.0
2.0,MWUMVanilla,0.08333434614673367,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,31.0
0.0,Mean,0.08333333333333334,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,32.0
1.0,OGDVanilla,0.0833374926241941,0.0,CPI3,nan,nan,linex,RLRuleBandit,CPI3,33.0
0.0,kappa_idx,0.08333333333333334,0.0,CPI3,0.01,0.006932471805599453,linex,RLKappaBandit,CPI3,0.0
1.0,kappa_idx,0.0839265244653237,0.0,CPI3,0.03,0.020795415416798357,linex,RLKappaBandit,CPI3,1.0
2.0,kappa_idx,0.08609459568204098,0.0,CPI3,0.1,0.06931571805599453,linex,RLKappaBandit,CPI3,2.0
3.0,kappa_idx,0.08454013726385633,0.0,CPI3,0.3,0.2079451541679836,linex,RLKappaBandit,CPI3,3.0
4.0,kappa_idx,0.08334365512837906,0.0,CPI3,1.0,0.6931481805599453,linex,RLKappaBandit,CPI3,4.0
5.0,kappa_idx,0.08333419264257885,0.0,CPI3,3.0,2.079442541679836,linex,RLKappaBandit,CPI3,5.0
6.0,kappa_idx,0.08333428015196537,0.0,CPI3,8.0,5.545178444479562,linex,RLKappaBandit,CPI3,6.0
5.0,kappa_idx,0.08333334251136712,0.0,CPI3,3.0,2.079442541679836,linex,RLKappaBandit,CPI3,7.0
4.0,kappa_idx,0.08333334738655235,0.0,CPI3,1.0,0.6931481805599453,linex,RLKappaBandit,CPI3,8.0
2.0,kappa_idx,0.08333348535760945,0.0,CPI3,0.1,0.06931571805599453,linex,RLKappaBandit,CPI3,9.0
3.0,kappa_idx,0.0833568736716108,0.0,CPI3,0.3,0.2079451541679836,linex,RLKappaBandit,CPI3,10.0
0.0,kappa_idx,0.08333653342396859,0.0,CPI3,0.01,0.006932471805599453,linex,RLKappaBandit,CPI3,11.0
6.0,kappa_idx,0.1025811660664192,0.0,CPI3,8.0,5.545178444479562,linex,RLKappaBandit,CPI3,12.0
1.0,kappa_idx,0.08333333354143825,0.0,CPI3,0.03,0.019315396279128937,linex,RLKappaBandit,CPI3,13.0
5.0,kappa_idx,0.0837897057878384,0.0,CPI3,3.0,1.788027973653086,linex,RLKappaBandit,CPI3,14.0
6.0,kappa_idx,0.08333337019427722,0.0,CPI3,8.0,4.75866758968752,linex,RLKappaBandit,CPI3,15.0
4.0,kappa_idx,0.08333334023897188,0.0,CPI3,1.0,0.5732171332231886,linex,RLKappaBandit,CPI3,16.0
0.0,kappa_idx,0.08333338551884402,0.0,CPI3,0.01,0.005390815722187726,linex,RLKappaBandit,CPI3,17.0
2.0,kappa_idx,0.0843729878368744,0.0,CPI3,0.1,0.05353963927186397,linex,RLKappaBandit,CPI3,18.0
3.0,kappa_idx,0.08341508041270183,0.0,CPI3,0.3,0.15644696984334766,linex,RLKappaBandit,CPI3,19.0
6.0,kappa_idx,0.08333476177947836,0.0,CPI3,8.0,3.983478616438363,linex,RLKappaBandit,CPI3,20.0
5.0,kappa_idx,0.08333333429383917,0.0,CPI3,3.0,1.455454253353699,linex,RLKappaBandit,CPI3,21.0
4.0,kappa_idx,0.08333333785206393,0.0,CPI3,1.0,0.4617297028029768,linex,RLKappaBandit,CPI3,22.0
2.0,kappa_idx,0.08333381122477324,0.0,CPI3,0.1,0.042405692950804146,linex,RLKappaBandit,CPI3,23.0
1.0,kappa_idx,0.0841261908622687,0.0,CPI3,0.03,0.01517899348714009,linex,RLKappaBandit,CPI3,24.0
3.0,kappa_idx,0.119980121454583,0.0,CPI3,0.3,0.1777458450799938,linex,RLKappaBandit,CPI3,25.0
0.0,kappa_idx,0.08378813110350576,0.0,CPI3,0.01,0.006370629503135235,linex,RLKappaBandit,CPI3,26.0
5.0,kappa_idx,0.09443933189008037,0.0,CPI3,3.0,1.9694471876365587,linex,RLKappaBandit,CPI3,27.0
1.0,kappa_idx,0.08333741377616596,0.0,CPI3,0.03,0.020318606750619052,linex,RLKappaBandit,CPI3,28.0
6.0,kappa_idx,0.0943143318542409,0.0,CPI3,8.0,5.699676218622863,linex,RLKappaBandit,CPI3,29.0
4.0,kappa_idx,0.08333447697475559,0.0,CPI3,1.0,0.7553159682280225,linex,RLKappaBandit,CPI3,30.0
2.0,kappa_idx,0.08359591846300563,0.0,CPI3,0.1,0.08039014825019428,linex,RLKappaBandit,CPI3,31.0
0.0,kappa_idx,0.09785861549601009,0.0,CPI3,0.01,0.008350775145030293,linex,RLKappaBandit,CPI3,32.0
1.0,kappa_idx,0.1010681937050563,0.0,CPI3,0.03,0.025303147754493646,linex,RLKappaBandit,CPI3,33.0
