origin_period,vix_q_mean,disagreement,error_vol_recent,state_pca
2014Q2,12.738253968253968,0.8709250954444936,,0.8084361403714291
2014Q3,13.07265625,1.0229735961076087,,0.8270925093821413
2014Q4,16.07234375,1.0425931491824711,1.1164885986643807,0.829426703727864
2015Q1,16.564754098360655,2.228795346316904,1.1610328937393783,0.9480755465268809
2015Q2,13.740158730158731,1.4972450839421345,0.9504575222447649,0.8795545523300704
2015Q3,19.30734375,1.3115211895183223,1.3214107123011163,0.8599290161658469
2015Q4,17.03328125,1.083533262416936,1.188548321459781,0.8342468152688626
2016Q1,20.486229508196722,1.3269225962311777,1.0943697173919127,0.8615980796326582
2016Q2,15.6759375,0.6955820252773133,1.0132549353677782,0.7855371474619699
2016Q3,13.23390625,0.7629838615957455,1.2221680155246686,0.7945294478266535
2016Q4,14.097936507936508,0.5603716185116207,1.1714117312819101,0.7667054501058895
2017Q1,11.691935483870967,0.7472684957377917,0.9555770101896055,0.18302366984387547
2017Q2,11.426349206349206,0.9272626085464317,0.8430389725012505,0.25655986245649864
2017Q3,10.944285714285714,0.33702938917350617,0.8224649234166783,0.20863308964551303
2017Q4,10.307936507936507,0.7820985608533549,0.8387053572883794,0.28293686134015467
2018Q1,17.354754098360658,0.6938486534460443,0.7919861238867413,0.4396892873742257
2018Q2,15.3375,0.6097573955179952,0.7848917194977099,0.42440384505711776
2018Q3,12.856825396825396,0.3028240508346206,0.6147921703388394,0.28544500576971576
2018Q4,21.053650793650796,0.3356228044620925,0.6651408894543065,0.37777707949134887
2019Q1,16.47,0.5362175535379482,0.7480021977150958,0.49557679125118415
2019Q2,15.183015873015872,0.8266700556046127,0.7397057257810048,0.575999153017558
2019Q3,15.96015625,0.6034973038580114,0.6162315125317203,0.434239583311203
2019Q4,13.98578125,0.5311929375236459,0.6184446371044533,0.395550935060108
2020Q1,31.22451612903226,0.4330469536865746,0.6987243469205182,0.496357246096676
2020Q2,34.493650793650794,2.1187158507900223,0.6115612225683174,3.3810451166935422
2020Q3,25.80890625,2.3755194647697584,0.8643486574463253,3.034829698977839
2020Q4,25.62171875,1.5683817076094355,1.3985172543449904,2.265627941152462
2021Q1,23.20245901639344,0.9557073478435867,1.346357490720831,1.2712480451922898
2021Q2,18.0,1.150600692482699,1.3981016540489661,1.1332734896594037
2021Q3,18.28734375,1.242747032674881,1.909796302090241,1.2148104414346481
2021Q4,19.27515625,0.6765555961798129,1.849557174396901,0.9589369450127702
2022Q1,25.372903225806454,0.8339644921081606,2.184196316707222,1.5763757098990072
2022Q2,27.3984375,1.587331791875914,2.0992829988068755,2.772547968075584
2022Q3,24.792727272727273,2.8683044942744482,1.4310278824292888,2.3399808253870056
