origin_period,vix_q_mean,disagreement,error_vol_recent,state_pca
2014Q2,12.738253968253968,0.6810767216429358,,0.5245597871334143
2014Q3,13.07265625,0.5233967870236372,,0.5089285988765071
2014Q4,16.07234375,0.8669892714878311,0.9643074342400156,0.5417350577352494
2015Q1,16.564754098360655,0.573050558415224,1.5203313666447678,0.5139671132632848
2015Q2,13.740158730158731,1.0465414988852038,1.9812278023800975,0.5572314862758034
2015Q3,19.30734375,1.1238957523819644,2.1736363497100077,0.5636177050161973
2015Q4,17.03328125,0.48238656841675104,1.968641136038814,0.5046806598682615
2016Q1,20.486229508196722,0.41657560163192464,1.8180046634993212,0.49769028188409586
2016Q2,15.6759375,0.6395980821317921,1.7034126322245322,0.5205499255240937
2016Q3,13.23390625,0.5722113828531085,1.819475195845569,0.513882881742409
2016Q4,14.097936507936508,0.4699846601367845,1.8312118023645056,0.5033800248940381
2017Q1,11.691935483870967,0.5817043437534799,1.7932166716852238,0.40219791780111597
2017Q2,11.426349206349206,0.23469379148986638,1.239896390050887,0.06955218486587826
2017Q3,10.944285714285714,0.4259998672241577,1.2376738603269157,0.09231230962230738
2017Q4,10.307936507936507,0.30396517195871126,1.2417436435511513,0.10569131959204728
2018Q1,17.354754098360658,0.7908339430977627,1.2708187096353811,0.5141283228633212
2018Q2,15.3375,0.4611632517040167,1.1373789855826373,0.27506731851728106
2018Q3,12.856825396825396,0.31283543153265464,1.0869190932139556,0.21223397039891714
2018Q4,21.053650793650796,0.38559520972632544,1.1015870156817924,0.3309841064393219
2019Q1,16.47,0.40224369366992224,1.1431445118293413,0.35445845186944136
2019Q2,15.183015873015872,0.38701542201183664,1.1559923456071262,0.315544404539746
2019Q3,15.96015625,0.4786466839491897,1.0078451000424862,0.38781247844105127
2019Q4,13.98578125,0.41513611112969795,1.0524287249913562,0.3079246927198861
2020Q1,31.22451612903226,0.3515547333710009,0.9539016996403699,0.291516284679614
2020Q2,34.493650793650794,1.1499559378938056,0.73923934180566,3.25510971909605
2020Q3,25.80890625,1.8795363529006293,1.954979687986295,3.5356257475674906
2020Q4,25.62171875,1.1419739500093686,2.5061153660155995,3.3966307236705764
2021Q1,23.20245901639344,0.6951214275917713,2.5230299247188746,1.1990674860901072
2021Q2,18.0,0.7254226256217053,2.610973453085851,0.9676357487197067
2021Q3,18.28734375,1.3122801641290882,3.1340310638958275,1.5611576451563998
2021Q4,19.27515625,1.8367814386969574,3.251210512509179,2.0038844833588567
2022Q1,25.372903225806454,2.5054250867284638,3.642324956823965,2.8400237433362596
2022Q2,27.3984375,3.443773763731277,3.7378934436526436,3.098577775719795
2022Q3,24.792727272727273,2.3214412692693016,1.9835536821721054,2.732639642721471
