Date,SPFfor_Step1,SPFfor_Step2,SPFfor_Step3,SPFfor_Step4,SPFfor_Step5,IARfor_Step1,IARfor_Step2,IARfor_Step3,IARfor_Step4,IARfor_Step5,NCfor_Step1,NCfor_Step2,NCfor_Step3,NCfor_Step4,NCfor_Step5,DARfor_Step1,DARfor_Step2,DARfor_Step3,DARfor_Step4,DARfor_Step5,DARMfor_Step1,DARMfor_Step2,DARMfor_Step3,DARMfor_Step4,DARMfor_Step5,Realiz1,Realiz2,Realiz3,Realiz4,Realiz5
1976:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6261073327672255
1976:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.537394635146221
1976:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.945475779234344
1977:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.543935061607909
1977:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.166923774702383
1977:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.649943001144542
1977:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.026806742560842
1978:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.065255144546345
1978:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.410691683291873
1978:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.637038982725699
1978:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.626849504242795
1979:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.461080358828179
1979:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.336153547569452
1979:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.521234256918513
1979:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.278156014899235
1980:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.741447741001856
1980:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.194984288211842
1980:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7211359189189865
1980:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.693861391181425
1981:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.531024140762991
1981:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.604106963196777
1981:03,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.614066029075797
1981:04,9.6,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.663194282826179
1982:01,6.0,7.8,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6025955319360037
1982:02,3.4,6.3,7.5,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,5.9051537435523604
1982:03,7.5,5.9,6.7,7.5,7.8,,,,,,,,,,,,,,,,,,,,,,,,,7.1299314985132645
1982:04,4.0,5.8,6.0,6.8,8.0,,,,,,,,,,,,,,,,,,,,,,,,,1.234765008424632
1983:01,2.9,5.0,6.1,6.25,6.7,,,,,,,,,,,,,,,,,,,,,,,,,0.272572244049063
1983:02,4.0,4.2,5.5,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,4.706715135291217
1983:03,4.5,4.5,4.3,5.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,3.9578937987760687
1983:04,5.0,4.55,4.6,4.6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,4.056283974170327
1984:01,4.2,5.0,4.6,4.9,5.0,,,,,,,,,,,,,,,,,,,,,,,,,5.792695641534196
1984:02,4.4,4.4,5.0,4.5,4.9,,,,,,,,,,,,,,,,,,,,,,,,,3.8247976908982295
1984:03,3.7,5.0,4.85,5.1,4.5,,,,,,,,,,,,,,,,,,,,,,,,,3.5238930678492153
1984:04,4.0,4.4,5.25,4.8,5.5,,,,,,,,,,,,,,,,,,,,,,,,,3.493122451507946
1985:01,3.35,4.1,4.9,5.3,5.2,,,,,,,,,,,,,,,,,,,,,,,,,3.7229230522680457
1985:02,4.0,3.6,4.3,5.2,5.65,,,,,,,,,,,,,,,,,,,,,,,,,3.68859570821507
1985:03,3.5,4.0,4.0,4.6,5.3,,,,,,,,,,,,,,,,,,,,,,,,,2.5100756464268903
1985:04,3.2,3.9,4.3,4.2,4.7,,,,,,,,,,,,,,,,,,,,,,,,,4.140632976669423
1986:01,3.2,3.5,4.2,4.65,4.7,,,,,,,,,,,,,,,,,,,,,,,,,2.095783347799185
1986:02,-0.6,3.2,3.7,4.4,4.45,,,,,,,,,,,,,,,,,,,,,,,,,-1.9328937989681383
1986:03,2.9,2.6,3.5,4.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,2.46825790146461
1986:04,3.05,3.3,3.4,3.65,4.2,,,,,,,,,,,,,,,,,,,,,,,,,2.8249453016673476
1987:01,3.3,3.35,3.5,3.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4.9161189315775955
1987:02,4.25,3.5,3.5,3.5,3.95,,,,,,,,,,,,,,,,,,,,,,,,,4.609503600259357
1987:03,4.0,4.35,4.0,3.75,3.7,,,,,,,,,,,,,,,,,,,,,,,,,4.313346581732214
